,Datetime,P,I,T,T_NCEP,H_NCEP,W_NCEP,I_NCEP
2006,15/7/2022 9:00,1704,660.50875,41.25,28.15,70.66,3.01,495.8217
2007,15/7/2022 10:00,2092,819.01985,43.25,29.72,63.23,3.83,621.4377
2008,15/7/2022 11:00,1876,769.587325,44.25,30.33,60.91,3.74,699.36
2009,15/7/2022 12:00,1996,792.531125,44,30.94,58.58,3.64,727.4619
2010,15/7/2022 13:00,2236,921.0574,44,31.54,56.26,3.55,631.4709
2011,15/7/2022 14:00,2044,848.154875,44.5,31.42,56.81,3.4,499.2312
2012,15/7/2022 15:00,1596,641.1258,44,31.3,57.36,3.33,352.2579
2013,15/7/2022 16:00,684,256.68825,44,31.19,57.91,3.35,333.7011
2014,15/7/2022 17:00,416,169.129215,43,29.96,64.06,3.01,273.2523
2015,16/7/2022 7:00,708,273.0282,37,25.93,82.19,1.13,98.5944
2016,16/7/2022 8:00,1372,543.401825,40.5,27.55,75.58,1.18,295.3818
2017,16/7/2022 9:00,1376,542.47925,44.25,29.17,68.97,1.23,520.5168
2018,16/7/2022 10:00,1280,519.195475,44.25,30.78,62.36,1.28,695.5539
2019,16/7/2022 11:00,988,434.792725,44.5,31.6,59.12,1.92,835.4508
2020,16/7/2022 12:00,1092,407.405725,43.5,32.41,55.88,2.57,928.7358
2021,16/7/2022 13:00,1380,565.398825,43.75,33.23,52.63,3.22,834.5661
2022,16/7/2022 14:00,1056,388.832075,43.25,32.48,56.19,3.1,691.6341
2023,16/7/2022 15:00,932,345.169925,42.75,31.73,59.74,3.06,522.4266
2024,16/7/2022 16:00,836,313.43695,40.25,30.97,63.29,3.09,432.4068
2025,16/7/2022 17:00,492,200.028575,40,29.82,68.21,2.69,314.9271
2026,17/7/2022 7:00,716,283.2821,38.25,25.88,84.21,1.86,88.101
2027,17/7/2022 8:00,1400,545.595075,40,27.53,76.08,2.29,274.8205
2028,17/7/2022 9:00,1836,732.852775,43.25,29.18,67.95,2.97,498.4401
2029,17/7/2022 10:00,1488,653.216825,44.75,30.84,59.82,3.75,665.5203
2030,17/7/2022 11:00,1164,508.205025,45,31.56,57.6,4.22,798.6438
2031,17/7/2022 12:00,1872,707.8775,43.5,32.28,55.37,4.71,886.9704
2032,17/7/2022 13:00,1748,700.747525,43,33,53.15,5.19,814.8174
2033,17/7/2022 14:00,724,291.19715,43.5,32.5,54.87,5,694.5219
2034,17/7/2022 15:00,512,175.9355075,41.25,31.99,56.6,4.83,544.4415
2035,17/7/2022 16:00,32,13.2079075,39.25,31.49,58.33,4.7,435.4668
2036,17/7/2022 17:00,24,9.04806425,38.25,30.31,63.31,4.12,306.243
2037,18/7/2022 7:00,801.6,326.474875,38.5,25.98,81.91,2.16,83.4031
2038,18/7/2022 8:00,1411.2,553.21875,42,27.51,74.74,2.91,265.5982
2039,18/7/2022 9:00,1752,730.9347,43.25,29.04,67.56,3.73,488.1132
2040,18/7/2022 10:00,2036,863.159475,44.25,30.57,60.39,4.57,650.0886
2041,18/7/2022 11:00,2424,997.62615,45.5,31.7,56.4,4.53,778.1121
2042,18/7/2022 12:00,2092,854.6617,46.25,32.83,52.4,4.54,861.954
2043,18/7/2022 13:00,1708,659.747975,45.75,33.96,48.41,4.6,778.1601
2044,18/7/2022 14:00,1732,616.619925,45,33.64,49.54,4.22,648.7245
2045,18/7/2022 15:00,1468,606.519775,44.5,33.33,50.66,3.86,493.9203
2046,18/7/2022 16:00,992,370.857375,44,33.01,51.79,3.56,350.0796
2047,18/7/2022 17:00,420,187.35485,43.5,31.86,56.53,3.43,212.8929
2048,19/7/2022 7:00,740.8,299.136475,39,26.59,78.88,2.33,94.5923
2049,19/7/2022 8:00,1365.6,534.0948,41.75,28.49,71.23,2.84,292.1863
2050,19/7/2022 9:00,1840,735.83915,45,30.4,63.57,3.62,524.1387
2051,19/7/2022 10:00,2152,880.98045,47,32.3,55.91,4.52,686.3175
2052,19/7/2022 11:00,2304,943.815025,47.25,33.2,52.22,4.41,807.7848
2053,19/7/2022 12:00,2316,952.52345,47.5,34.1,48.53,4.31,880.1268
2054,19/7/2022 13:00,1932,914.210775,47.25,35,44.84,4.21,724.0668
2055,19/7/2022 14:00,1424,563.189425,46.25,33.92,49.34,3.65,527.4612
2056,19/7/2022 15:00,1368,533.941,46,32.85,53.85,3.1,323.4939
2057,19/7/2022 16:00,952,378.383925,45,31.77,58.35,2.55,220.5478
2058,19/7/2022 17:00,104,42.3753725,43,30.91,61.91,1.91,126.8157
2059,20/7/2022 7:00,677.2,259.359,36.25,26.05,79.95,1.78,74.5968
2060,20/7/2022 8:00,1374.4,544.22735,38,27.45,73.63,1.83,234.4522
2061,20/7/2022 9:00,1836,739.41625,42,28.85,67.32,1.9,425.208
2062,20/7/2022 10:00,1776,727.924075,43.25,30.26,61,1.99,601.5708
2063,20/7/2022 11:00,2000,808.863025,43.75,31.3,57.72,2.08,760.4925
2064,20/7/2022 12:00,1696,622.43885,43.75,32.35,54.44,2.22,885.5052
2065,20/7/2022 13:00,1288,480.478175,43,33.4,51.16,2.4,738.282
2066,20/7/2022 14:00,1344,551.414,43,32.22,56.68,1.94,549.3816
2067,20/7/2022 15:00,1492,602.19,43,31.03,62.21,1.61,350.4912
2068,20/7/2022 16:00,160,62.2034225,41.75,29.85,67.73,1.49,283.07
2069,20/7/2022 17:00,80,31.36069,38,29.31,69.72,1.33,200.9406
2070,21/7/2022 7:00,339.6,119.0735,35.5,25.07,88.99,1.68,63.7474
2071,21/7/2022 8:00,859.2,315.354975,37,26.13,84.11,1.82,196.4002
2072,21/7/2022 9:00,1580,634.8051,39.25,27.19,79.24,1.97,350.1567
2073,21/7/2022 10:00,1444,551.88345,41,28.25,74.36,2.13,517.5387
2074,21/7/2022 11:00,956,389.010125,42,28.65,73,1.89,678.2463
2075,21/7/2022 12:00,140,51.488185,40.75,29.06,71.64,2,813.9474
2076,21/7/2022 13:00,328,110.05783,37,29.46,70.28,2.41,794.5146
2077,21/7/2022 14:00,464,153.104885,36.5,28.59,74.2,2.76,726.6948
2078,21/7/2022 15:00,896,315.52495,36.5,27.73,78.13,3.29,619.1184
2079,21/7/2022 16:00,460,172.1075,37.25,26.87,82.05,3.93,355.1865
2080,21/7/2022 17:00,68,24.78911,37.75,26.03,85.32,3.39,146.2817
2081,22/7/2022 7:00,662,254.5355,36,23.97,90.89,2.33,41.9138
2082,22/7/2022 8:00,1546.4,575.701325,38.5,25.04,85.69,2.14,161.5949
2083,22/7/2022 9:00,1616,652.010975,41.25,26.11,80.49,2.13,332.1951
2084,22/7/2022 10:00,1236,432.211,40.75,27.19,75.29,2.32,400.632
2085,22/7/2022 11:00,1496,540.634,40,27.03,76.75,2.19,430.9023
2086,22/7/2022 12:00,2096,870.4353,42.25,26.87,78.21,2.05,425.1897
2087,22/7/2022 13:00,1444,535.041725,43,26.72,79.67,1.92,446.5119
2088,22/7/2022 14:00,1352,575.35335,42.25,27.45,76.07,1.98,439.8039
2089,22/7/2022 15:00,440,154.246025,41.5,28.18,72.47,2.04,404.0007
2090,22/7/2022 16:00,376,132.621325,39.5,28.91,68.87,2.11,364.9587
2091,22/7/2022 17:00,208,76.69813,38.25,28.15,72.47,1.72,287.1539
2092,23/7/2022 7:00,580,216.2471425,36.25,25.16,87.13,0.48,55.0791
2093,23/7/2022 8:00,1268,517.431125,38.5,26.08,82.04,0.86,171.947
2094,23/7/2022 9:00,1356,568.3771,41.25,27,76.95,1.29,308.268
2095,23/7/2022 10:00,1416,542.600625,42,27.92,71.85,1.73,468.483
2096,23/7/2022 11:00,1528,636.448,42.75,28.96,67.7,0.94,627.2031
2097,23/7/2022 12:00,1448,532.111975,42,30.01,63.55,0.54,765.5259
2098,23/7/2022 13:00,700,255.53095,42,31.06,59.39,1.1,721.8399
2099,23/7/2022 14:00,1240,465.50595,42,30.36,63.12,1.1,634.7649
2100,23/7/2022 15:00,256,88.21459,40.75,29.66,66.85,1.23,516.948
2101,23/7/2022 16:00,276,97.384055,38.25,28.96,70.58,1.45,323.3151
2102,23/7/2022 17:00,92,34.168985,37.25,27.99,75.02,1.27,160.6329
2103,24/7/2022 7:00,704,274.5092075,36.75,25,87.53,0.48,75.3223
2104,24/7/2022 8:00,1168,467.804375,39,26.36,81.77,0.73,247.0834
2105,24/7/2022 9:00,1368,544.008825,41.25,27.71,76.02,1.2,458.3241
2106,24/7/2022 10:00,1060,386.89785,41.5,29.07,70.26,1.73,636.7293
2107,24/7/2022 11:00,1480,606.544075,42.25,29.96,65.76,1.54,791.7387
2108,24/7/2022 12:00,588,219.8,42,30.85,61.26,1.67,908.241
2109,24/7/2022 13:00,764,257.359975,42,31.74,56.76,2.05,824.6043
2110,24/7/2022 14:00,996,336.048975,40.5,31.35,59.21,1.84,692.2029
2111,24/7/2022 15:00,1852,759.948425,41.5,30.97,61.66,1.66,531.7092
2112,24/7/2022 16:00,700,272.1541,42,30.58,64.1,1.49,366.9729
2113,24/7/2022 17:00,224,83.399185,41.25,29.47,68.7,1.49,214.7028
2114,25/7/2022 7:00,621.6,255.077725,36.75,25.42,82.81,0.64,92.7893
2115,25/7/2022 8:00,1041.2,400.57515,38.75,26.92,76.95,1.14,292.3447
2116,25/7/2022 9:00,1856,749.73495,41.5,28.42,71.09,1.82,525.2346
2117,25/7/2022 10:00,1620,669.72675,43.5,29.93,65.23,2.53,708.4587
2118,25/7/2022 11:00,1368,488.466,43,30.82,60.85,2.58,857.2287
2119,25/7/2022 12:00,1140,404.006575,43,31.71,56.48,2.62,958.8759
2120,25/7/2022 13:00,1508,564.346775,43,32.6,52.1,2.67,882.8784
2121,25/7/2022 14:00,1768,791.827075,43.75,32.57,52.46,2.51,754.2753
2122,25/7/2022 15:00,1644,684.334775,43.75,32.53,52.82,2.45,592.7298
2123,25/7/2022 16:00,1124,452.824075,43.25,32.49,53.17,2.49,419.2359
2124,25/7/2022 17:00,404,182.8308,42.5,31.18,59.13,2.52,253.8797
2125,26/7/2022 7:00,771.2,307.27,38.5,26.42,78.29,1.8,93.0383
2126,26/7/2022 8:00,1377.2,533.7792,41.25,28.04,72.32,1.59,293.7902
2127,26/7/2022 9:00,1844,737.732925,43.75,29.66,66.35,1.4,527.376
2128,26/7/2022 10:00,1528,593.846,44.75,31.28,60.37,1.22,704.7279
2129,26/7/2022 11:00,1408,614.0059,44,32.03,56.78,0.71,844.9779
2130,26/7/2022 12:00,1040,402.4770275,44,32.79,53.18,0.39,936.8898
2131,26/7/2022 13:00,1664,628.573425,42,33.54,49.58,0.67,803.1831
2132,26/7/2022 14:00,1376,529.902625,42.75,33.12,51.76,0.29,623.2017
2133,26/7/2022 15:00,348,131.5935175,42.75,32.7,53.95,0.93,426.7626
2134,26/7/2022 16:00,64,22.7010925,40.75,32.29,56.13,1.67,372.1254
2135,26/7/2022 17:00,36,14.1305185,38.25,31.25,60,1.74,283.6748
2136,27/7/2022 7:00,657.2,245.72215,36,26.14,77.95,1.18,85.5728
2137,27/7/2022 8:00,1200.8,460.81195,39,27.77,71.99,0.6,281.8996
2138,27/7/2022 9:00,1684,668.609925,40.75,29.4,66.02,0.24,520.8225
2139,27/7/2022 10:00,1836,803.699625,43.5,31.03,60.05,0.7,687.4758
2140,27/7/2022 11:00,2276,967.924575,44.5,31.9,56.33,0.81,814.3083
2141,27/7/2022 12:00,1984,780.2216,45.5,32.77,52.61,0.92,892.1205
2142,27/7/2022 13:00,1992,889.9233,45.25,33.64,48.89,1.03,703.7604
2143,27/7/2022 14:00,1708,728.838625,44.75,32.64,54.37,0.31,476.6124
2144,27/7/2022 15:00,620,231.4702,43.5,31.63,59.85,0.84,249.9781
2145,27/7/2022 16:00,384,138.3997625,43.25,30.63,65.32,1.7,181.2868
2146,27/7/2022 17:00,248,105.7927475,42.75,30.15,66.56,1.39,113.4517
2147,28/7/2022 7:00,512,184.90263,36.25,26.16,78.37,1.39,89.9003
2148,28/7/2022 8:00,880,330.18155,38,27.73,72.53,1.14,287.4172
2149,28/7/2022 9:00,1696,663.5437,40.75,29.31,66.68,0.94,518.0064
2150,28/7/2022 10:00,1832,745.882625,43.75,30.88,60.83,0.84,693.7872
2151,28/7/2022 11:00,1788,797.97775,46,31.86,56.59,0.75,833.3346
2152,28/7/2022 12:00,500,190.664875,44.75,32.83,52.34,0.67,925.3584
2153,28/7/2022 13:00,1896,709.5205,41.25,33.81,48.09,0.62,738.6726
2154,28/7/2022 14:00,2000,829.718875,42.25,33.06,51.84,0.65,510.9516
2155,28/7/2022 15:00,1644,667.824875,43.5,32.32,55.58,0.73,281.4593
2156,28/7/2022 16:00,868,348.180525,43.75,31.58,59.32,0.86,202.4123
2157,28/7/2022 17:00,320,124.0588425,43,30.87,61.45,1.13,125.2623
2158,29/7/2022 7:00,760.4,305.5219,37.25,26.57,74.28,1.31,89.8265
2159,29/7/2022 8:00,1373.2,536.0614,40.25,28.26,68.56,1.27,289.3391
2160,29/7/2022 9:00,1632,667.6549,43,29.96,62.85,1.24,522.9537
2161,29/7/2022 10:00,1712,701.152225,44,31.66,57.13,1.2,705.381
2162,29/7/2022 11:00,1632,682.821375,44,32.5,53.97,1.25,852.8079
2163,29/7/2022 12:00,2212,948.347,45.25,33.35,50.81,1.34,952.7991
2164,29/7/2022 13:00,2148,912.527225,45.5,34.19,47.64,1.47,783.4818
2165,29/7/2022 14:00,828,329.29935,45.25,33.01,52.99,1.23,569.8644
2166,29/7/2022 15:00,1672,658.242675,44.75,31.83,58.33,1.69,348.3342
2167,29/7/2022 16:00,896,369.0283,43.75,30.65,63.67,2.49,346.3404
2168,29/7/2022 17:00,540,213.115125,42,29.96,66.37,2.23,292.355
2169,30/7/2022 7:00,660,247.9639,37.5,26.05,81.92,1.03,72.5968
2170,30/7/2022 8:00,932,347.5331,39.75,27.68,75.16,1.04,246.6734
2171,30/7/2022 9:00,1720,674.420725,41.75,29.32,68.41,1.1,462.2514
2172,30/7/2022 10:00,1908,776.709175,44,30.96,61.66,1.2,614.4249
2173,30/7/2022 11:00,1776,717.25745,45,31.37,59.55,1.5,732.2712
2174,30/7/2022 12:00,2084,873.024975,45.5,31.78,57.44,1.81,806.8275
2175,30/7/2022 13:00,2088,894.536375,45.75,32.2,55.33,2.13,753.6969
2176,30/7/2022 14:00,1284,527.498925,46,32.07,56.28,2.13,655.116
2177,30/7/2022 15:00,536,213.9001575,45.25,31.94,57.24,2.16,525.8025
2178,30/7/2022 16:00,108,41.1533175,41,31.82,58.2,2.21,441.2289
2179,30/7/2022 17:00,228,83.536785,38.25,30.38,64.76,2.3,324.2724
2180,31/7/2022 7:00,312,112.46148,36.75,25.73,85.09,1.15,52.8477
2181,31/7/2022 8:00,652,227.973975,37,27.13,78.81,1.51,189.3604
2182,31/7/2022 9:00,920,321.473375,39,28.53,72.52,1.92,366.7962
2183,31/7/2022 10:00,1152,414.924175,40.25,29.93,66.24,2.37,531.6969
2184,31/7/2022 11:00,1200,428.892825,41,30.78,62.69,2.77,684.936
2185,31/7/2022 12:00,1240,440.482125,41.25,31.63,59.14,3.19,809.7582
2186,31/7/2022 13:00,1612,610.2507,42.25,32.48,55.59,3.6,697.0296
2187,31/7/2022 14:00,1724,677.488025,43.25,31.69,59.7,2.77,543.8361
2188,31/7/2022 15:00,440,184.765035,43,30.91,63.8,2,375.6009
2189,31/7/2022 16:00,84,32.3966025,40,30.13,67.91,1.4,255.6154
2190,31/7/2022 17:00,180,68.2570475,37,29.19,71.94,0.71,146.2767
2191,1/8/2022 7:00,473.2,181.13125,36,24.5,81.6,1.74,43.9659
2192,1/8/2022 8:00,452,159.15855,36.5,25.69,76.25,1.59,120.8346
2193,1/8/2022 9:00,572,194.95425,36.5,26.87,70.9,1.53,245.5281
2194,1/8/2022 10:00,668,230.8875,37.5,28.06,65.55,1.58,419.0871
2195,1/8/2022 11:00,1228,429.32985,38.25,29.23,62.11,1.4,607.2819
2196,1/8/2022 12:00,1748,700.7961,40.25,30.4,58.67,1.31,785.0406
2197,1/8/2022 13:00,1444,545.489875,41.5,31.57,55.24,1.34,788.8974
2198,1/8/2022 14:00,1256,470.62075,42,31.34,57.35,1.8,743.5578
2199,1/8/2022 15:00,1324,469.53635,42.25,31.12,59.46,2.34,653.4273
2200,1/8/2022 16:00,720,286.826875,42.5,30.9,61.58,2.9,427.8309
2201,1/8/2022 17:00,252,87.3567225,40.25,29.47,67.62,2.69,230.3041
2202,2/8/2022 7:00,582.4,220.844,36.75,25.01,87.48,0.83,26.067
2203,2/8/2022 8:00,790.8,281.4207,38.5,25.73,83.97,1.08,100.8315
2204,2/8/2022 9:00,1168,420.200875,39,26.44,80.46,1.35,203.7337
2205,2/8/2022 10:00,1700,657.9594,41,27.16,76.95,1.63,332.6202
2206,2/8/2022 11:00,1664,644.751475,43,27.83,74.27,2.15,468.2136
2207,2/8/2022 12:00,1260,470.806925,42.5,28.5,71.58,2.69,593.0316
2208,2/8/2022 13:00,960,429.6211625,43,29.17,68.9,3.24,491.7804
2209,2/8/2022 14:00,236,82.84078,39,28.67,72,2.97,362.4651
2210,2/8/2022 15:00,184,62.5028775,36,28.18,75.11,2.7,227.1087
2211,2/8/2022 16:00,372,130.13675,36,27.69,78.21,2.43,155.7075
2212,2/8/2022 17:00,216,79.012745,37,27.21,79.89,2.52,90.0516
2213,3/8/2022 7:00,433.2,160.137825,36.5,24.91,87.42,1.67,74.8059
2214,3/8/2022 8:00,962.4,361.598875,38.5,26.49,80.29,2.05,258.5278
2215,3/8/2022 9:00,1220,450.74415,40.25,28.07,73.16,2.47,484.6731
2216,3/8/2022 10:00,1860,725.4719,42,29.66,66.04,2.93,672.4203
2217,3/8/2022 11:00,2036,812.788125,43.5,30.22,64.52,3.14,833.5083
2218,3/8/2022 12:00,1840,817.14215,44.5,30.79,63,3.37,952.5303
2219,3/8/2022 13:00,1164,434.3071,43.75,31.36,61.48,3.62,894.0072
2220,3/8/2022 14:00,956,340.273625,42,31.03,62.77,3.09,781.203
2221,3/8/2022 15:00,268,91.249505,39.75,30.71,64.07,2.61,630.837
2222,3/8/2022 16:00,248,91.76745,38,30.39,65.36,2.23,416.5236
2223,3/8/2022 17:00,216,76.544365,38,29.22,70.31,2.2,227.2451
2224,4/8/2022 7:00,782.8,302.754075,37,25.02,87.18,1.61,56.927
2225,4/8/2022 8:00,1048,402.663175,40,26.32,80.47,2.65,197.7218
2226,4/8/2022 9:00,1616,635.5335,41.5,27.63,73.75,3.69,370.8195
2227,4/8/2022 10:00,1712,663.333175,42,28.94,67.04,4.74,481.7307
2228,4/8/2022 11:00,1996,793.6723,42,29.66,64.56,5.2,560.3826
2229,4/8/2022 12:00,1980,822.8964,43.25,30.37,62.09,5.69,602.2428
2230,4/8/2022 13:00,1856,689.93515,43,31.09,59.62,6.19,641.3844
2231,4/8/2022 14:00,1580,595.80455,42.5,30.69,62.1,6.05,639.4632
2232,4/8/2022 15:00,1728,682.424775,42.5,30.28,64.58,5.93,593.3718
2233,4/8/2022 16:00,1148,445.208475,42,29.88,67.06,5.82,458.0604
2234,4/8/2022 17:00,480,192.4696625,42,28.7,71.73,5.01,308.3184
2235,5/8/2022 7:00,573.2,211.512675,36.25,24.74,81.25,2.84,14.095
2236,5/8/2022 8:00,904.4,323.100075,38.75,25.39,78.69,3.46,63.0456
2237,5/8/2022 9:00,1204,432.801775,39.25,26.04,76.13,4.1,136.7128
2238,5/8/2022 10:00,1612,601.841975,40.75,26.69,73.57,4.76,252.345
2239,5/8/2022 11:00,1664,607.296725,41.75,27.63,69.87,5.51,382.8393
2240,5/8/2022 12:00,1844,693.1886,41.75,28.57,66.17,6.3,510.0237
2241,5/8/2022 13:00,2340,936.8065,42.5,29.51,62.46,7.12,523.7724
2242,5/8/2022 14:00,1888,725.1239,43,29.13,64.23,6.83,504.4113
2243,5/8/2022 15:00,1684,639.08635,42.75,28.74,66,6.54,452.802
2244,5/8/2022 16:00,1012,403.72335,41.75,28.35,67.76,6.25,384.4839
2245,5/8/2022 17:00,452,179.180825,40.75,27.48,72.14,5.43,285.0339
2246,6/8/2022 7:00,364,133.115025,37,24.18,89.06,3.48,29.0921
2247,6/8/2022 8:00,748,273.756575,38.5,24.76,85.19,3.53,94.5089
2248,6/8/2022 9:00,1764,672.39745,40.75,25.35,81.32,3.58,167.2453
2249,6/8/2022 10:00,2044,775.114775,43.25,25.94,77.45,3.63,200.5873
2250,6/8/2022 11:00,1984,839.980925,44.25,26.7,73.8,4.06,213.2386
2251,6/8/2022 12:00,1888,765.492175,44,27.46,70.15,4.49,206.8895
2252,6/8/2022 13:00,1808,691.4567,43.5,28.22,66.51,4.92,365.6247
2253,6/8/2022 14:00,1564,619.703425,44,28.81,65.33,5.12,497.3988
2254,6/8/2022 15:00,1276,504.91115,43,29.39,64.16,5.34,574.9476
2255,6/8/2022 16:00,832,331.7354,43,29.97,62.99,5.57,486.2145
2256,6/8/2022 17:00,208,78.519075,41.75,28.49,70.2,4.49,358.9371
2257,7/8/2022 7:00,468,174.106475,37,23.79,92.99,2.23,15.4414
2258,7/8/2022 8:00,692,255.361,37.75,24.52,89.62,1.95,67.0828
2259,7/8/2022 9:00,1904,764.91755,41.25,25.26,86.26,1.75,142.818
2260,7/8/2022 10:00,1948,777.37285,44,25.99,82.9,1.67,228.3062
2261,7/8/2022 11:00,1436,551.02555,44.5,26.03,83.14,1.7,316.5771
2262,7/8/2022 12:00,1704,652.67455,43.25,26.06,83.38,1.9,396.4554
2263,7/8/2022 13:00,1684,662.305425,44,26.1,83.62,2.22,292.048
2264,7/8/2022 14:00,748,264.08535,42.5,25.67,85.9,2.26,172.0058
2265,7/8/2022 15:00,636,227.067575,41.25,25.24,88.18,2.41,57.7825
2266,7/8/2022 16:00,588,213.42265,41,24.81,90.46,2.66,52.7687
2267,7/8/2022 17:00,104,38.652555,40.25,24.65,90.35,2.43,41.6183
2268,8/8/2022 7:00,122.4,41.646995,35,23.38,93.1,1.11,5.9115
2269,8/8/2022 8:00,407.2,132.92076,35.25,23.69,91.83,1.55,22.0595
2270,8/8/2022 9:00,768,252.916875,36,24,90.55,1.99,42.3807
2271,8/8/2022 10:00,1120,370.396075,36.75,24.3,89.28,2.43,62.0758
2272,8/8/2022 11:00,1524,516.055325,37.5,24.43,88.64,2.89,80.5703
2273,8/8/2022 12:00,1292,451.5211,38.75,24.55,88,3.36,95.7902
2274,8/8/2022 13:00,1388,475.3795,38,24.68,87.37,3.82,90.1109
2275,8/8/2022 14:00,884,298.10865,38.75,24.42,88.51,3.56,78.9329
2276,8/8/2022 15:00,660,224.494,37,24.16,89.66,3.33,63.8996
2277,8/8/2022 16:00,600,206.268375,36.5,23.9,90.81,3.15,49.4262
2278,8/8/2022 17:00,232,85.0906575,37.5,23.71,90.96,2.96,33.259
2279,9/8/2022 7:00,438,152.0366,34.75,22.97,90.88,4.39,24.1708
2280,9/8/2022 8:00,778.8,272.137925,36,23.45,88.72,4.58,69.7762
2281,9/8/2022 9:00,1204,427.24185,37.25,23.94,86.56,4.79,110.9457
2282,9/8/2022 10:00,2020,757.75515,39.25,24.42,84.4,5,194.9392
2283,9/8/2022 11:00,1576,599.51925,40.75,25.1,81.4,5.41,287.3512
2284,9/8/2022 12:00,2108,853.723,41.25,25.78,78.4,5.81,375.5523
2285,9/8/2022 13:00,1260,453.1478,41.5,26.46,75.4,6.22,450.0114
2286,9/8/2022 14:00,984,351.984275,40.75,26.93,73.46,6.37,494.1123
2287,9/8/2022 15:00,1008,368.494175,40.5,27.4,71.52,6.52,496.8201
2288,9/8/2022 16:00,740,275.63415,40,27.87,69.58,6.67,416.8461
2289,9/8/2022 17:00,252,100.3056525,40,26.97,72.22,6.34,304.6494
2290,10/8/2022 7:00,632.4,225.2628,36,24.21,84.56,3.65,59.8375
2291,10/8/2022 8:00,1236,493.7508,40,25.51,80.11,4.41,215.9306
2292,10/8/2022 9:00,1480,568.773625,40,26.8,75.65,5.2,411.8994
2293,10/8/2022 10:00,1824,704.7455,41.25,28.09,71.2,6.02,546.0399
2294,10/8/2022 11:00,2056,857.60765,42.25,28.19,70.89,6.11,647.6934
2295,10/8/2022 12:00,2148,882.728675,43.5,28.3,70.59,6.21,709.5099
2296,10/8/2022 13:00,1684,711.5518,43.5,28.41,70.28,6.3,717.4887
2297,10/8/2022 14:00,1100,422.11085,42.75,28.68,69.25,6.18,680.0859
2298,10/8/2022 15:00,876,325.5361,42,28.95,68.22,6.06,600.4527
2299,10/8/2022 16:00,528,203.937575,41,29.21,67.19,5.94,473.3241
2300,10/8/2022 17:00,132,53.00159,39.75,27.96,72.46,5.4,324.855
2301,11/8/2022 7:00,554,199.874825,35.5,24.08,86.82,2.78,39.1288
2302,11/8/2022 8:00,1481.2,560.089775,39.25,25.55,80.55,3.83,158.0366
2303,11/8/2022 9:00,1688,652.965975,42.25,27.02,74.27,4.9,322.5861
2304,11/8/2022 10:00,1380,522.376,43.25,28.48,67.99,5.98,482.3217
2305,11/8/2022 11:00,1476,545.64365,42.25,29.17,65.49,6.13,636.0942
2306,11/8/2022 12:00,1628,605.1844,43.25,29.85,62.99,6.29,765.9933
2307,11/8/2022 13:00,1896,717.144125,43,30.53,60.49,6.46,661.5486
2308,11/8/2022 14:00,1648,630.030175,43.25,29.09,66.4,6.26,518.3238
2309,11/8/2022 15:00,1100,391.907475,43,27.65,72.32,6.06,360.2253
2310,11/8/2022 16:00,948,371.027325,42,26.21,78.23,5.87,221.4534
2311,11/8/2022 17:00,204,83.6743725,41.25,25.84,78.69,5.49,106.325
2312,12/8/2022 7:00,612,218.23805,36.5,24.14,84.17,2.21,28.697
2313,12/8/2022 8:00,1048,378.181575,38.75,24.91,81.19,2.92,96.4163
2314,12/8/2022 9:00,1644,583.5354,41,25.67,78.21,3.67,173.0895
2315,12/8/2022 10:00,1592,621.500075,43.5,26.43,75.23,4.43,301.7466
2316,12/8/2022 11:00,1296,506.392175,44,27.47,71.2,4.67,442.5867
2317,12/8/2022 12:00,1608,593.020575,43.25,28.52,67.17,4.91,576.4146
2318,12/8/2022 13:00,1680,683.88155,44,29.56,63.14,5.16,640.0134
2319,12/8/2022 14:00,1292,490.1008,44.25,29.76,62.4,5.27,661.4415
2320,12/8/2022 15:00,468,161.8130475,41.75,29.96,61.67,5.52,632.9016
2321,12/8/2022 16:00,388,139.1524625,40,30.16,60.94,5.89,510.1347
2322,12/8/2022 17:00,56,21.40620025,37.75,28.61,67.37,4.93,358.0035
2323,13/8/2022 7:00,584,223.84653,36,24.4,86.91,1.16,69.9172
2324,13/8/2022 8:00,1356,521.841875,39.5,25.78,80.87,1.58,239.0301
2325,13/8/2022 9:00,1872,743.721825,43,27.15,74.82,2,433.1073
2326,13/8/2022 10:00,1964,773.318175,44.75,28.53,68.78,2.42,600.6777
2327,13/8/2022 11:00,1588,634.287175,46,29.36,65.08,2.41,743.037
2328,13/8/2022 12:00,1444,557.896575,44.25,30.18,61.37,2.58,846.6879
2329,13/8/2022 13:00,1452,582.968925,44.75,31.01,57.67,2.88,826.554
2330,13/8/2022 14:00,180,69.8432975,42,30.47,60.51,2.65,754.7442
2331,13/8/2022 15:00,208,71.7451675,37.5,29.93,63.35,2.54,640.4379
2332,13/8/2022 16:00,408,149.53585,36.75,29.39,66.19,2.56,439.2489
2333,13/8/2022 17:00,200,76.4634325,37,28.39,70.98,1.89,253.3407
2334,14/8/2022 7:00,752,300.86025,36.75,24.65,85.9,1.43,80.3284
2335,14/8/2022 8:00,1408,542.8434,40.5,26.33,78.25,1.42,285.307
2336,14/8/2022 9:00,1896,744.409725,43.25,28.02,70.61,1.73,523.0602
2337,14/8/2022 10:00,2200,890.182275,45.25,29.71,62.96,2.23,708.0897
2338,14/8/2022 11:00,2412,1005.07975,44.75,30.65,59.85,2.63,856.7829
