Datetime,P,T,I,I_NCEP,T_NCEP,H_NCEP,W_NCEP
13/1/2022 14:00,448,43,498.923,813.7623,304.82,38.68,3
13/1/2022 15:00,368,44,527.8829,712.854,304.84,38.46,3
13/1/2022 16:00,200,44,321.6072,528.579,304.86,38.24,3.28
13/1/2022 17:00,60,43,120.3396,322.5744,303.59,44.04,3.6
14/1/2022 7:00,30.8,35,25.98406,2.4817,298,74.82,1.44
14/1/2022 8:00,181.2,36,210.1225,114.3362,299.35,68.44,1.83
14/1/2022 9:00,196,38,349.4784,346.2357,300.7,62.06,2.23
14/1/2022 10:00,356,40,505.8182,539.6742,302.05,55.68,2.65
14/1/2022 11:00,376,40,573.972,704.2008,302.7,51.97,2.96
14/1/2022 12:00,304,41,388.3093,824.331,303.34,48.25,3.36
14/1/2022 13:00,480,42,516.2699,849.7761,303.99,44.54,3.82
14/1/2022 14:00,496,42,703.0938,811.296,304.04,43.64,3.44
14/1/2022 15:00,376,43,550.6008,712.05,304.09,42.75,3.3
14/1/2022 16:00,216,45,353.3978,529.8537,304.14,41.85,3.43
14/1/2022 17:00,64,42,126.0009,325.4142,303.03,46.27,3.38
15/1/2022 7:00,32,35,25.04051,2.2716,297.42,74.24,0.82
15/1/2022 8:00,184,36,217.2355,117.0846,298.74,68.18,1.31
15/1/2022 9:00,344,36,433.5274,347.7012,300.06,62.12,1.83
15/1/2022 10:00,464,40,597.2705,542.6409,301.38,56.06,2.35
15/1/2022 11:00,556,41,755.6426,709.1364,302.19,51.67,2.6
15/1/2022 12:00,328,42,366.4624,831.3681,303,47.28,2.88
15/1/2022 13:00,572,42,767.3282,857.4096,303.81,42.89,3.18
15/1/2022 14:00,472,44,684.8034,819.0111,303.93,41.7,3.15
15/1/2022 15:00,368,44,534.633,719.2665,304.05,40.5,3.23
15/1/2022 16:00,208,45,335.6154,537.5991,304.17,39.31,3.43
15/1/2022 17:00,68,44,142.9849,331.9572,302.96,43.99,3.53
16/1/2022 7:00,32,35,24.89534,2.3183,297.32,74.12,1.56
16/1/2022 8:00,184,37,214.6951,117.0781,298.62,68.88,1.44
16/1/2022 9:00,288,38,376.914,348.5694,299.92,63.65,1.37
16/1/2022 10:00,432,40,622.6014,543.0645,301.22,58.41,1.37
16/1/2022 11:00,580,41,748.0942,708.8328,302.12,54.74,1.23
16/1/2022 12:00,264,42,402.3901,830.2059,303.02,51.07,1.58
16/1/2022 13:00,384,41,543.633,855.6375,303.91,47.41,2.2
16/1/2022 14:00,512,43,719.3521,816.8298,304.04,46.42,2.49
16/1/2022 15:00,360,43,519.899,716.9883,304.17,45.43,2.84
16/1/2022 16:00,204,43,327.2685,535.7304,304.29,44.45,3.25
16/1/2022 17:00,64,44,125.4929,330.8337,303.22,48.48,3.22
17/1/2022 7:00,30,35,25.98406,2.3037,297.45,67.43,1.04
17/1/2022 8:00,175.6,36,208.8886,113.2534,298.87,63.07,0.8
17/1/2022 9:00,324,38,404.8578,346.3722,300.29,58.7,0.77
17/1/2022 10:00,444,39,569.2542,541.4571,301.71,54.34,0.98
17/1/2022 11:00,352,43,426.2692,708.0459,302.63,50.49,0.65
17/1/2022 12:00,380,43,644.5934,830.4273,303.54,46.64,0.95
17/1/2022 13:00,528,43,610.4803,856.7733,304.46,42.79,1.56
17/1/2022 14:00,320,43,563.2299,818.853,304.65,41.45,1.51
17/1/2022 15:00,132,44,170.1303,719.8371,304.85,40.11,1.61
17/1/2022 16:00,188,44,303.0264,537.9099,305.05,38.76,1.83
17/1/2022 17:00,56,43,110.4686,332.9919,304.15,41.43,1.48
18/1/2022 7:00,27.6,35,27.94375,2.1248,298.01,60.09,0.64
18/1/2022 8:00,161.6,36,196.9127,116.2917,299.48,55.18,1.19
18/1/2022 9:00,340,37,428.5919,347.4354,300.95,50.27,2.1
18/1/2022 10:00,472,40,610.4803,542.8677,302.41,45.35,3.08
18/1/2022 11:00,548,41,732.9974,709.8654,303.25,43.28,2.9
18/1/2022 12:00,588,43,801.8769,832.6587,304.08,41.21,2.8
18/1/2022 13:00,540,42,747.5861,858.8748,304.91,39.14,2.77
18/1/2022 14:00,412,45,713.9084,820.7364,305.08,37.94,2.39
18/1/2022 15:00,380,43,558.2219,721.455,305.25,36.74,2.07
18/1/2022 16:00,220,44,362.7607,537.2316,305.42,35.54,1.84
18/1/2022 17:00,60,44,126.3638,331.4058,304.58,38.09,1.31
19/1/2022 7:00,29.6,35,23.22598,2.1236,297.71,62.96,2.15
19/1/2022 8:00,177.2,35,226.8162,114.5813,298.95,58.75,2.57
19/1/2022 9:00,344,36,435.9225,345.1413,300.19,54.54,3
19/1/2022 10:00,484,38,616.4319,539.9223,301.43,50.33,3.43
19/1/2022 11:00,572,39,755.2072,707.058,302.46,46.95,3.07
19/1/2022 12:00,388,40,482.0842,830.6178,303.5,43.57,2.71
19/1/2022 13:00,584,41,810.006,856.8423,304.54,40.19,2.34
19/1/2022 14:00,512,42,728.8602,818.934,304.7,39.12,1.68
19/1/2022 15:00,388,43,571.5042,720.0696,304.87,38.05,1.04
19/1/2022 16:00,224,43,370.2366,527.1387,305.03,36.98,0.59
19/1/2022 17:00,64,41,144.364,318.9807,304.13,39.55,0.28
20/1/2022 7:00,26.4,36,24.89534,2.1559,297.52,64.9,1.54
20/1/2022 8:00,169.2,37,216.9451,111.8121,298.95,60.92,1.55
20/1/2022 9:00,344,37,434.1806,344.2734,300.38,56.95,1.81
20/1/2022 10:00,472,39,604.0206,538.4625,301.8,52.98,2.22
20/1/2022 11:00,568,40,751.2152,704.1813,302.63,50.1,2.26
20/1/2022 12:00,464,41,645.1741,825.9381,303.46,47.21,2.74
20/1/2022 13:00,620,43,882.079,852.2511,304.29,44.33,3.48
20/1/2022 14:00,148,42,189.1466,814.839,304.12,44.33,3.82
20/1/2022 15:00,380,43,547.4799,716.9685,303.95,44.33,4.25
20/1/2022 16:00,232,43,369.293,531.615,303.78,44.34,4.74
20/1/2022 17:00,72,43,108.7992,327.222,302.77,49.67,4.77
21/1/2022 7:00,27.2,36,34.04057,0.6569,297.99,77.63,2.82
21/1/2022 8:00,123.2,37,139.6462,41.8885,298.5,75.59,2.95
21/1/2022 9:00,196,38,270.6552,132.7796,299.02,73.56,3.1
21/1/2022 10:00,368,39,428.1564,291.2789,299.53,71.52,3.26
21/1/2022 11:00,296,40,562.359,481.3587,300.47,66.63,3.7
21/1/2022 12:00,228,38,283.865,673.1703,301.41,61.75,4.13
21/1/2022 13:00,584,38,861.6837,727.0149,302.35,56.86,4.57
21/1/2022 14:00,524,41,575.1332,726.4806,302.31,56.84,4.75
21/1/2022 15:00,360,42,407.761,667.2147,302.26,56.81,4.93
21/1/2022 16:00,188,39,228.9211,507.303,302.22,56.79,5.12
21/1/2022 17:00,148,39,235.8162,321.3312,301.45,60.74,4.8
22/1/2022 7:00,4,36,5.661331,2.0228,296.69,84.34,2.64
22/1/2022 8:00,48,35,46.6697,113.4353,297.93,78.18,2.36
22/1/2022 9:00,172,36,176.6626,341.5218,299.16,72.02,2.08
22/1/2022 10:00,268,36,322.1152,535.776,300.4,65.85,1.8
22/1/2022 11:00,40,35,50.95199,703.2075,301.23,61.82,2.19
22/1/2022 12:00,520,36,951.757,827.8104,302.07,57.78,3.01
22/1/2022 13:00,568,40,665.9324,834.7332,302.91,53.75,4
22/1/2022 14:00,552,43,766.1669,779.4342,302.75,54.22,4.4
22/1/2022 15:00,492,43,665.8597,669.3633,302.58,54.69,4.87
22/1/2022 16:00,168,41,239.8082,497.4687,302.42,55.15,5.39
22/1/2022 17:00,100,40,189.7998,307.3086,301.67,59.37,4.81
23/1/2022 7:00,12,35,15.96786,2.1326,296.72,82.61,2.19
23/1/2022 8:00,200,36,210.1951,114.9736,298.09,75.3,2.14
23/1/2022 9:00,464,38,529.5523,354.6714,299.46,67.99,2.11
23/1/2022 10:00,560,39,690.247,555.9936,300.84,60.68,2.07
23/1/2022 11:00,532,41,899.4985,728.4003,301.95,54.16,1.78
23/1/2022 12:00,628,42,709.8439,855.7605,303.06,47.63,1.91
23/1/2022 13:00,604,44,692.497,884.934,304.18,41.11,2.4
23/1/2022 14:00,288,43,520.6248,848.16,304.17,41.59,2.74
23/1/2022 15:00,460,43,619.4804,748.548,304.16,42.06,3.27
23/1/2022 16:00,284,44,411.2449,564.0981,304.15,42.54,3.91
23/1/2022 17:00,92,44,176.6626,354.7809,302.98,47.69,3.87
24/1/2022 7:00,38,35,23.1534,1.9388,296.99,76.11,1.93
24/1/2022 8:00,232.4,36,246.3405,117.5559,298.47,69.73,1.42
24/1/2022 9:00,124,38,184.7191,355.7823,299.95,63.34,1.01
24/1/2022 10:00,572,39,688.3599,557.2263,301.43,56.96,0.84
24/1/2022 11:00,660,43,844.7723,729.7401,302.28,52.67,1.02
24/1/2022 12:00,168,43,230.3727,857.1876,303.13,48.38,1.25
24/1/2022 13:00,672,43,901.676,886.2837,303.98,44.09,1.49
24/1/2022 14:00,592,44,782.8606,849.4131,303.98,43.13,2.01
24/1/2022 15:00,460,44,620.5691,749.7045,303.97,42.17,2.54
24/1/2022 16:00,284,44,411.6078,566.0319,303.96,41.21,3.08
24/1/2022 17:00,96,43,181.5981,356.9208,303.02,43.72,2.94
25/1/2022 7:00,36.8,35,23.80663,2.0823,297.2,74.02,1.07
25/1/2022 8:00,221.2,37,220.1387,119.0174,298.67,68.35,0.71
25/1/2022 9:00,416,38,466.1163,355.3797,300.14,62.68,0.39
25/1/2022 10:00,536,41,651.5613,555.6153,301.61,57.01,0.3
25/1/2022 11:00,588,42,753.683,726.7938,302.67,53.15,0.6
25/1/2022 12:00,408,45,521.6409,852.9756,303.73,49.28,1
25/1/2022 13:00,652,45,882.5145,881.7027,304.78,45.42,1.42
25/1/2022 14:00,564,45,756.0056,844.8864,304.96,43.65,1.81
25/1/2022 15:00,448,46,596.3996,745.6755,305.13,41.87,2.27
25/1/2022 16:00,264,45,380.906,563.1591,305.3,40.1,2.75
25/1/2022 17:00,96,43,155.9044,355.4064,304.28,43.39,2.79
26/1/2022 7:00,22.8,37,23.80663,2.0906,298.62,69.9,1.22
26/1/2022 8:00,157.2,36,169.9852,117.0743,299.89,65.8,1.4
26/1/2022 9:00,268,38,413.7853,352.6548,301.17,61.7,1.59
26/1/2022 10:00,292,40,258.6067,550.9476,302.44,57.6,1.79
26/1/2022 11:00,404,42,407.1804,720.5424,303.24,54.47,2.01
26/1/2022 12:00,704,43,906.9744,845.6352,304.03,51.34,2.23
26/1/2022 13:00,628,43,803.0381,875.0358,304.83,48.21,2.45
26/1/2022 14:00,600,44,802.9656,839.4714,304.94,47.01,2.71
26/1/2022 15:00,464,44,629.7143,741.8529,305.06,45.8,3
26/1/2022 16:00,284,44,410.0111,561.1821,305.17,44.59,3.32
26/1/2022 17:00,92,43,171.9448,354.9807,304.01,49.47,3.42
27/1/2022 7:00,24.4,37,24.09695,2.1534,298.82,81.35,1.57
27/1/2022 8:00,151.2,37,176.59,116.3182,300.15,74.2,1.29
27/1/2022 9:00,264,39,346.5025,350.1729,301.48,67.06,1.07
27/1/2022 10:00,572,40,627.682,547.875,302.8,59.91,0.97
27/1/2022 11:00,404,43,522.5118,717.8334,303.72,55.21,1.22
27/1/2022 12:00,684,43,897.1759,844.0272,304.63,50.52,1.49
27/1/2022 13:00,396,42,574.9881,812.0052,305.55,45.82,1.77
27/1/2022 14:00,32,39,41.73418,719.7765,305.17,46.27,2.36
27/1/2022 15:00,164,36,186.0256,583.4181,304.8,46.72,2.97
27/1/2022 16:00,392,36,532.3829,422.9895,304.42,47.17,3.6
27/1/2022 17:00,108,38,177.3158,254.7596,303.84,49.05,3.35
28/1/2022 7:00,24.4,37,25.8389,2.2506,299.34,70.41,0.71
28/1/2022 8:00,174.4,37,182.1062,114.7821,300.72,64.34,0.78
28/1/2022 9:00,292,38,349.9138,350.886,302.1,58.28,1.05
28/1/2022 10:00,524,40,614.9803,549.2628,303.48,52.22,1.41
28/1/2022 11:00,624,41,782.8606,719.1738,304.13,50.16,1.96
28/1/2022 12:00,608,43,779.1589,844.8426,304.78,48.1,2.51
28/1/2022 13:00,628,43,819.0786,873.8337,305.44,46.04,3.06
28/1/2022 14:00,560,44,738.2958,838.1085,305.15,47.04,3.52
28/1/2022 15:00,440,43,589.2866,740.8005,304.87,48.04,3.99
28/1/2022 16:00,272,43,390.7044,561.4986,304.58,49.05,4.46
28/1/2022 17:00,92,43,159.5334,356.9298,303.67,52.71,4.08
29/1/2022 7:00,24,37,26.27439,2.0867,299.28,76.66,2.7
29/1/2022 8:00,236,37,204.8967,117.815,300.68,69.07,2.71
29/1/2022 9:00,208,39,173.8319,351.6516,302.07,61.48,2.72
29/1/2022 10:00,104,41,123.4606,551.115,303.47,53.89,2.74
29/1/2022 11:00,568,42,604.3109,722.7477,304.22,50.75,2.49
29/1/2022 12:00,504,43,633.416,850.4481,304.97,47.61,2.26
29/1/2022 13:00,624,45,830.4012,880.9479,305.72,44.47,2.06
29/1/2022 14:00,556,44,743.1587,846.2961,305.64,45.23,2.46
29/1/2022 15:00,444,44,594.8754,749.3496,305.56,45.98,3.11
29/1/2022 16:00,272,44,395.9303,567.6201,305.49,46.74,3.89
29/1/2022 17:00,100,43,184.4288,360.7533,304.3,53.37,4.52
30/1/2022 7:00,40,36,21.55661,2.2419,298.3,65.75,2.42
30/1/2022 8:00,244,37,237.9211,121.1908,299.88,58.5,2.3
30/1/2022 9:00,436,38,495.8746,360.5892,301.45,51.26,2.18
30/1/2022 10:00,556,41,681.6824,564.3126,303.03,44.01,2.07
30/1/2022 11:00,636,43,817.627,739.4595,304.04,41,1.33
30/1/2022 12:00,660,43,888.4661,869.6379,305.06,37.99,1.02
30/1/2022 13:00,640,45,880.1194,900.4191,306.07,34.98,1.45
30/1/2022 14:00,592,47,812.1834,864.6987,305.93,36.83,2.13
30/1/2022 15:00,480,47,654.7548,765.4713,305.79,38.68,3.04
30/1/2022 16:00,304,46,449.0598,580.8228,305.66,40.53,4.02
30/1/2022 17:00,84,45,164.0334,370.0422,304.44,46.7,4.26
31/1/2022 7:00,37.6,35,21.26628,2.3061,298.29,73.56,2.56
31/1/2022 8:00,238,36,232.6227,120.8115,299.59,67.1,2.9
31/1/2022 9:00,428,38,487.8907,360.7413,300.9,60.63,3.29
31/1/2022 10:00,576,41,688.5776,563.7855,302.2,54.16,3.71
31/1/2022 11:00,664,41,831.5626,738.2307,302.87,53.54,4.15
31/1/2022 12:00,656,43,882.3694,867.7821,303.53,52.91,4.64
31/1/2022 13:00,676,44,895.5792,899.148,304.19,52.29,5.15
31/1/2022 14:00,608,41,801.9495,864.2004,304.18,52.3,5.19
31/1/2022 15:00,484,44,652.4323,765.7731,304.16,52.31,5.25
31/1/2022 16:00,308,43,452.3985,583.5492,304.15,52.32,5.31
31/1/2022 17:00,104,42,204.9693,373.7532,303.15,58.2,5.36
1/2/2022 7:00,23.6,38,26.70987,2.3839,299.1,80.55,3.25
1/2/2022 8:00,182.4,37,182.1062,119.4752,300.4,73.23,3.72
1/2/2022 9:00,304,39,429.9709,355.2099,301.71,65.9,4.27
1/2/2022 10:00,472,40,717.5375,554.4726,303.01,58.58,4.89
1/2/2022 11:00,372,42,511.1166,725.6121,303.53,56.72,5.03
1/2/2022 12:00,580,42,696.7067,852.6603,304.05,54.87,5.16
1/2/2022 13:00,620,43,934.6278,884.1477,304.58,53.02,5.3
1/2/2022 14:00,584,43,747.0055,850.5219,304.36,53.79,5.33
1/2/2022 15:00,464,43,622.7465,754.4094,304.14,54.55,5.36
1/2/2022 16:00,296,42,429.608,573.015,303.92,55.32,5.4
1/2/2022 17:00,108,41,193.4288,365.8725,303.05,59.8,5.47
2/2/2022 7:00,22.4,36,24.16953,2.4971,298.63,80.73,2.54
2/2/2022 8:00,214,37,215.7838,117.9005,299.91,74.14,2.75
2/2/2022 9:00,352,39,320.954,355.6782,301.19,67.54,2.98
2/2/2022 10:00,532,41,664.1904,555.4503,302.48,60.94,3.23
2/2/2022 11:00,492,42,521.278,726.4065,303.16,58,3.74
2/2/2022 12:00,640,43,824.9577,852.8343,303.84,55.06,4.29
2/2/2022 13:00,548,42,703.239,876.7149,304.52,52.13,4.86
2/2/2022 14:00,612,43,629.6418,836.0739,304.38,52.36,4.78
2/2/2022 15:00,196,42,231.3888,735.3201,304.25,52.59,4.72
2/2/2022 16:00,232,41,328.3572,562.0836,304.12,52.82,4.67
2/2/2022 17:00,144,40,188.203,362.2083,303.23,57.39,4.8
3/2/2022 7:00,51.2,36,53.85524,2.3266,298.35,81.79,2.18
3/2/2022 8:00,50.4,36,66.3392,120.6672,299.84,73.87,2.46
3/2/2022 9:00,144,37,162.9447,355.4079,301.33,65.94,2.84
3/2/2022 10:00,484,39,623.6175,555.2169,302.81,58.01,3.3
3/2/2022 11:00,684,42,868.2886,726.7218,303.45,55.28,3.65
3/2/2022 12:00,660,42,913.8696,854.0541,304.09,52.56,4.02
3/2/2022 13:00,660,44,875.9097,881.7903,304.74,49.83,4.39
3/2/2022 14:00,592,43,790.4091,844.7445,304.56,50.65,4.41
3/2/2022 15:00,476,44,636.2466,746.4987,304.38,51.46,4.44
3/2/2022 16:00,292,44,419.3015,567.9339,304.2,52.27,4.46
3/2/2022 17:00,112,43,188.1304,364.2504,303.23,56.89,4.3
4/2/2022 7:00,9.6,36,12.99203,2.4595,298.62,81.84,1.61
4/2/2022 8:00,246.4,37,210.8483,121.4887,299.88,75.32,0.85
